trap_id,code,line_id,trap_number,project_id,cat_trap,inactive,sponsor_id,trap_type_id,to_be_replaced,to_be_maintained,name,trapcode,long,lat,ele,project_id2,easting,northing,line_id3,code4,name5,project_id6,associated_cat_traps,Reserve/Area
298,MR17,4,86,1,NULL,NULL,NULL,2,NULL,NULL,NULL,MR17,177.0531353,-37.97510364,9.98,1,1956047,5789191,4,MR,Maraetotara Road,1,NULL,OSR
99,WA02,12,218,1,NULL,NULL,NULL,1,NULL,NULL,NULL,WA02,177.0530435,-38.0295903,128.4609375,1,NULL,NULL,12,WA,Waiotahi A,1,NULL,Waiotahi Reserve
3496,ST74,61,674,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ST74,177.0529508,-38.07914487,NULL,1,1955527,5777641,61,ST,Stanley Road,1,NULL,Wainui
100,WA03,12,219,1,NULL,NULL,NULL,1,NULL,NULL,NULL,WA03,177.0523352,-38.02873157,126.7786865,1,NULL,NULL,12,WA,Waiotahi A,1,NULL,Waiotahi Reserve
236,BS23,1,23,1,NULL,NULL,NULL,2,NULL,NULL,NULL,BS23,177.052241,-37.998537,6.13,1,NULL,NULL,1,BS,Burma South,1,NULL,Farm Block
104,WO04,13,225,1,NULL,NULL,NULL,1,NULL,NULL,NULL,WO04,177.0522023,-38.02498922,NULL,1,NULL,NULL,13,WO,Waiotahi,1,NULL,Waiotahi Reserve
258,SP19,2,45,1,NULL,NULL,NULL,2,NULL,NULL,NULL,SP19,177.0519082,-37.98968349,74.87,1,1955869,5787577,2,SP,S Ponds,1,NULL,Wainui (OSR adjacent)
3495,ST75,61,675,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ST75,177.0518987,-38.07804628,NULL,1,1955440,5777767,61,ST,Stanley Road,1,NULL,Wainui
3039,PK17,155,17,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PK17,177.0518561,-37.97055351,NULL,1,1955957,5789701,155,PK,Pohutukawa Ave,1,NULL,OSR
139,WA04,12,220,1,NULL,NULL,NULL,1,NULL,NULL,NULL,WA04,177.0517432,-38.02760043,NULL,1,NULL,NULL,12,WA,Waiotahi A,1,NULL,Waiotahi Reserve
132,WO27,13,248,1,NULL,NULL,NULL,1,NULL,NULL,NULL,WO27,177.0516356,-38.03548328,170.5181885,1,NULL,NULL,13,WO,Waiotahi,1,NULL,Waiotahi Reserve
552,WA05,12,221,1,NULL,NULL,NULL,1,NULL,NULL,NULL,WA05,177.0511638,-38.02641775,165.2310791,1,NULL,NULL,12,WA,Waiotahi A,1,NULL,Waiotahi Reserve
297,MR16,4,85,1,NULL,NULL,NULL,2,NULL,NULL,NULL,MR16,177.050926,-37.977417,8.54,1,NULL,NULL,4,MR,Maraetotara Road,1,NULL,OSR
110,WO05,13,226,1,NULL,NULL,NULL,1,NULL,NULL,NULL,WO05,177.0508627,-38.0253032,NULL,1,NULL,NULL,13,WO,Waiotahi,1,NULL,Waiotahi Reserve
3038,PK16,155,16,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PK16,177.0507638,-37.97034798,NULL,1,1955862,5789728,155,PK,Pohutukawa Ave,1,NULL,OSR
257,SP18,2,44,1,NULL,NULL,NULL,2,NULL,NULL,NULL,SP18,177.0507516,-37.99017376,75.11,1,1955765,5787527,2,SP,S Ponds,1,NULL,Wainui (OSR adjacent)
3494,ST76,61,676,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ST76,177.0507428,-38.07713141,NULL,1,1955343,5777873,61,ST,Stanley Road,1,NULL,Wainui
235,BS22,1,22,1,NULL,NULL,NULL,2,NULL,NULL,NULL,BS22,177.050683,-37.999575,10.22,1,NULL,NULL,1,BS,Burma South,1,NULL,Farm Block
131,WO26,13,247,1,NULL,NULL,NULL,1,NULL,NULL,NULL,WO26,177.0503268,-38.03650268,179.4104004,1,NULL,NULL,13,WO,Waiotahi,1,NULL,Waiotahi Reserve
296,MR15,4,84,1,NULL,NULL,NULL,1,NULL,NULL,NULL,MR15,177.0503267,-37.97791129,11.9,1,1955787,5788890,4,MR,Maraetotara Road,1,NULL,OSR
111,WO06,13,227,1,NULL,NULL,NULL,1,NULL,NULL,NULL,WO06,177.050223,-38.02654054,157.5406494,1,NULL,NULL,13,WO,Waiotahi,1,NULL,Waiotahi Reserve
256,SP17,2,43,1,NULL,NULL,NULL,2,NULL,NULL,NULL,SP17,177.0498666,-37.99105099,78.95,1,1955683,5787433,2,SP,S Ponds,1,NULL,Wainui (OSR adjacent)
130,WO25,13,246,1,NULL,NULL,NULL,1,NULL,NULL,NULL,WO25,177.0497302,-38.03623857,155.137207,1,NULL,NULL,13,WO,Waiotahi,1,NULL,Waiotahi Reserve
128,WO23,13,244,1,NULL,NULL,NULL,1,NULL,NULL,NULL,WO23,177.0495966,-38.03433328,87.36486816,1,NULL,NULL,13,WO,Waiotahi,1,NULL,Waiotahi Reserve
3493,ST77,61,677,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ST77,177.0494764,-38.07710307,NULL,1,1955232,5777881,61,ST,Stanley Road,1,NULL,Wainui
234,BS21,1,21,1,NULL,NULL,NULL,2,NULL,NULL,NULL,BS21,177.049283,-38.000036,9.26,1,NULL,NULL,1,BS,Burma South,1,NULL,Farm Block
129,WO24,13,245,1,NULL,NULL,NULL,1,NULL,NULL,NULL,WO24,177.0492695,-38.03575066,97.93933105,1,NULL,NULL,13,WO,Waiotahi,1,NULL,Waiotahi Reserve
3037,PK15,155,15,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PK15,177.0492297,-37.97079722,NULL,1,1955725,5789684,155,PK,Pohutukawa Ave,1,NULL,OSR
295,MR14,4,83,1,NULL,NULL,NULL,2,NULL,NULL,NULL,MR14,177.0490943,-37.97916599,11.9,1,1955673,5788755,4,MR,Maraetotara Road,1,NULL,OSR
112,WO07,13,228,1,NULL,NULL,NULL,1,NULL,NULL,NULL,WO07,177.0490168,-38.02750999,155.8582764,1,NULL,NULL,13,WO,Waiotahi,1,NULL,Waiotahi Reserve
127,WO22,13,243,1,NULL,NULL,NULL,1,NULL,NULL,NULL,WO22,177.0489477,-38.03448734,140.9580078,1,NULL,NULL,13,WO,Waiotahi,1,NULL,Waiotahi Reserve
255,SP16,2,42,1,NULL,NULL,NULL,2,NULL,NULL,NULL,SP16,177.0489159,-37.99197551,74.15,1,1955595,5787334,2,SP,S Ponds,1,NULL,Wainui (OSR adjacent)
3492,ST78,61,678,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ST78,177.0485943,-38.07763792,NULL,1,1955152,5777825,61,ST,Stanley Road,1,NULL,Wainui
233,BS20,1,20,1,NULL,NULL,NULL,2,NULL,NULL,NULL,BS20,177.048171,-38.001669,12.86,1,NULL,NULL,1,BS,Burma South,1,NULL,Farm Block
3491,ST79,61,679,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ST79,177.0481533,-38.07811251,NULL,1,1955111,5777774,61,ST,Stanley Road,1,NULL,Wainui
294,MR13,4,82,1,NULL,NULL,NULL,2,NULL,NULL,NULL,MR13,177.0479287,-37.98018521,13.1,1,1955565,5788647,4,MR,Maraetotara Road,1,NULL,OSR
254,SP15,2,41,1,NULL,NULL,NULL,2,NULL,NULL,NULL,SP15,177.047741,-37.99337614,68.14,1,1955485,5787183,2,SP,S Ponds,1,NULL,Wainui (OSR adjacent)
126,WO21,13,242,1,NULL,NULL,NULL,1,NULL,NULL,NULL,WO21,177.0476952,-38.03529577,187.5814209,1,NULL,NULL,13,WO,Waiotahi,1,NULL,Waiotahi Reserve
3490,ST80,61,680,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ST80,177.0476375,-38.08012094,NULL,1,1955056,5777553,61,ST,Stanley Road,1,NULL,Wainui
3028,PK06,155,6,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PK06,177.0475527,-37.96947689,NULL,1,1955584,5789837,155,PK,Pohutukawa Ave,1,NULL,OSR
113,WO08,13,229,1,NULL,NULL,NULL,1,NULL,NULL,NULL,WO08,177.0474246,-38.02818532,164.5100098,1,NULL,NULL,13,WO,Waiotahi,1,NULL,Waiotahi Reserve
293,MR12,4,81,1,NULL,NULL,NULL,2,NULL,NULL,NULL,MR12,177.0468846,-37.98096634,24.64,1,1955470,5788564,4,MR,Maraetotara Road,1,NULL,OSR
125,WO20,13,241,1,NULL,NULL,NULL,1,NULL,NULL,NULL,WO20,177.0466979,-38.03588393,199.9488,1,NULL,NULL,13,WO,Waiotahi,1,NULL,Waiotahi Reserve
3027,PK05,155,5,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PK05,177.0466669,-37.96867873,NULL,1,1955510,5789929,155,PK,Pohutukawa Ave,1,NULL,OSR
232,BS19,1,19,1,NULL,NULL,NULL,2,NULL,NULL,NULL,BS19,177.046614,-38.002394,15.03,1,NULL,NULL,1,BS,Burma South,1,NULL,Farm Block
60,OV15,10,225,1,NULL,NULL,NULL,2,NULL,NULL,NULL,OV15,177.046491,-37.973586,102.75,1,NULL,NULL,10,OV,Ocean View,1,NULL,OSR
3489,ST81,61,681,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ST81,177.0464756,-38.08116083,NULL,1,1954949,5777442,61,ST,Stanley Road,1,NULL,Wainui
59,OV14,10,177,1,NULL,NULL,NULL,2,NULL,NULL,NULL,OV14,177.04646,-37.972836,86.64,1,NULL,NULL,10,OV,Ocean View,1,NULL,OSR
253,SP14,2,40,1,NULL,NULL,NULL,2,NULL,NULL,NULL,SP14,177.0462869,-37.99404777,84,1,1955354,5787114,2,SP,S Ponds,1,NULL,Wainui (OSR adjacent)
114,WO09,13,230,1,NULL,NULL,NULL,1,NULL,NULL,NULL,WO09,177.0459811,-38.02857793,166.6729736,1,NULL,NULL,13,WO,Waiotahi,1,NULL,Waiotahi Reserve
58,OV13,10,175,1,NULL,NULL,NULL,2,NULL,NULL,NULL,OV13,177.045866,-37.972263,50.59,1,NULL,NULL,10,OV,Ocean View,1,NULL,OSR
231,BS18,1,18,1,NULL,NULL,NULL,2,NULL,NULL,NULL,BS18,177.045863,-38.001511,20.79,1,NULL,NULL,1,BS,Burma South,1,NULL,Farm Block
61,OV16,10,224,1,NULL,NULL,NULL,2,NULL,NULL,NULL,OV16,177.045662,-37.974297,117.17,1,NULL,NULL,10,OV,Ocean View,1,NULL,OSR
3029,PK07,155,7,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PK07,177.0454898,-37.96962003,NULL,1,1955402,5789829,155,PK,Pohutukawa Ave,1,NULL,OSR
546,OV12a,10,176,1,NULL,NULL,NULL,2,NULL,NULL,NULL,OV12A,177.045409,-37.97166,0,1,NULL,NULL,10,OV,Ocean View,1,NULL,OSR
1100,OS01,78,204,1,NULL,NULL,NULL,1,NULL,NULL,NULL,OS01,177.0453493,-37.97191526,8.056640625,1,NULL,NULL,78,OS,Ohope School Stream,1,NULL,OSR
124,WO19,13,240,1,NULL,NULL,NULL,1,NULL,NULL,NULL,WO19,177.0451159,-38.0361255,254.3927002,1,NULL,NULL,13,WO,Waiotahi,1,NULL,Waiotahi Reserve
3026,PK04,155,4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PK04,177.0450493,-37.96823004,NULL,1,1955370,5789985,155,PK,Pohutukawa Ave,1,NULL,OSR
62,OV17,10,223,1,NULL,NULL,NULL,2,NULL,NULL,NULL,OV17,177.044982,-37.974882,128.46,1,NULL,NULL,10,OV,Ocean View,1,NULL,OSR
292,MR11,4,80,1,NULL,NULL,NULL,2,NULL,NULL,NULL,MR11,177.044891,-37.97947,25.6,1,NULL,NULL,4,MR,Maraetotara Road,1,NULL,OSR
3488,ST82,61,682,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ST82,177.0448676,-38.08217106,NULL,1,1954803,5777336,61,ST,Stanley Road,1,NULL,Wainui
252,SP13,2,39,1,NULL,NULL,NULL,2,NULL,NULL,NULL,SP13,177.0447612,-37.99445163,114.28,1,1955218,5787075,2,SP,S Ponds,1,NULL,Wainui (OSR adjacent)
249,SP10,2,36,1,NULL,NULL,NULL,2,NULL,NULL,NULL,SP10,177.0446365,-37.99135736,99.14,1,1955222,5787419,2,SP,S Ponds,1,NULL,Wainui (OSR adjacent)
115,WO10,13,231,1,NULL,NULL,NULL,1,NULL,NULL,NULL,WO10,177.0444995,-38.02943422,181.0926514,1,NULL,NULL,13,WO,Waiotahi,1,NULL,Waiotahi Reserve
122,WO17,13,238,1,NULL,NULL,NULL,1,NULL,NULL,NULL,WO17,177.0444089,-38.03729896,301.0162354,1,NULL,NULL,13,WO,Waiotahi,1,NULL,Waiotahi Reserve
3030,PK08,155,8,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PK08,177.0443723,-37.9691631,NULL,1,1955306,5789884,155,PK,Pohutukawa Ave,1,NULL,OSR
63,OV18,10,222,1,NULL,NULL,NULL,2,NULL,NULL,NULL,OV18,177.044369,-37.975635,132.55,1,NULL,NULL,10,OV,Ocean View,1,NULL,OSR
123,WO18,13,239,1,NULL,NULL,NULL,1,NULL,NULL,NULL,WO18,177.0443631,-38.03634577,290.9224854,1,NULL,NULL,13,WO,Waiotahi,1,NULL,Waiotahi Reserve
1101,OS02,78,205,1,NULL,NULL,NULL,1,NULL,NULL,NULL,OS02,177.044292,-37.97263702,16.94885254,1,NULL,NULL,78,OS,Ohope School Stream,1,NULL,OSR
251,SP12,2,38,1,NULL,NULL,NULL,2,NULL,NULL,NULL,SP12,177.0442267,-37.99301084,106.11,1,1955178,5787237,2,SP,S Ponds,1,NULL,Wainui (OSR adjacent)
230,BS17,1,17,1,NULL,NULL,NULL,2,NULL,NULL,NULL,BS17,177.044172,-38.001697,29.69,1,NULL,NULL,1,BS,Burma South,1,NULL,Farm Block
57,OV12,10,174,1,NULL,NULL,NULL,2,NULL,NULL,NULL,OV12,177.044104,-37.971282,80.4,1,NULL,NULL,10,OV,Ocean View,1,NULL,OSR
3025,PK03,155,3,1,NULL,NULL,1059,NULL,NULL,NULL,NULL,PK03,177.0439373,-37.96807917,NULL,1,1955273,5790006,155,PK,Pohutukawa Ave,1,NULL,OSR
116,WO11,13,232,1,NULL,NULL,NULL,1,NULL,NULL,NULL,WO11,177.0438682,-38.03040334,187.5814209,1,NULL,NULL,13,WO,Waiotahi,1,NULL,Waiotahi Reserve
250,SP11,2,37,1,NULL,NULL,NULL,2,NULL,NULL,NULL,SP11,177.0437959,-37.99200783,127.02,1,1955145,5787350,2,SP,S Ponds,1,NULL,Wainui (OSR adjacent)
247,SP08,2,34,1,NULL,NULL,NULL,2,NULL,NULL,NULL,SP08,177.043612,-37.990695,128.46,1,1955135,5787496,2,SP,S Ponds,1,NULL,Wainui (OSR adjacent)
3487,ST83,61,683,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ST83,177.0435467,-38.08218957,NULL,1,1954687,5777339,61,ST,Stanley Road,1,NULL,Wainui
64,OV19,10,221,1,NULL,NULL,NULL,2,NULL,NULL,NULL,OV19,177.043468,-37.975928,121.25,1,NULL,NULL,10,OV,Ocean View,1,NULL,OSR
248,SP09,2,35,1,NULL,NULL,NULL,2,NULL,NULL,NULL,SP09,177.0432195,-37.99063153,67.66,1,1955101,5787505,2,SP,S Ponds,1,NULL,Wainui (OSR adjacent)
291,MR10,4,79,1,NULL,NULL,NULL,2,NULL,NULL,NULL,MR10,177.042947,-37.979715,24.88,1,NULL,NULL,4,MR,Maraetotara Road,1,NULL,OSR
56,OV11,10,173,1,NULL,NULL,NULL,2,NULL,NULL,NULL,OV11,177.042945,-37.971015,108.51,1,NULL,NULL,10,OV,Ocean View,1,NULL,OSR
3031,PK09,155,9,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PK09,177.0429053,-37.96897041,NULL,1,1955178,5789911,155,PK,Pohutukawa Ave,1,NULL,OSR
1102,OS03,78,206,1,NULL,NULL,NULL,1,NULL,NULL,NULL,OS03,177.0428516,-37.97341201,19.83276367,1,NULL,NULL,78,OS,Ohope School Stream,1,NULL,OSR
121,WO16,13,237,1,NULL,NULL,NULL,1,NULL,NULL,NULL,WO16,177.0428502,-38.03727625,262.0831299,1,NULL,NULL,13,WO,Waiotahi,1,NULL,Waiotahi Reserve
229,BS16,1,16,1,NULL,NULL,NULL,2,NULL,NULL,NULL,BS16,177.042789,-38.000854,38.58,1,NULL,NULL,1,BS,Burma South,1,NULL,Farm Block
117,WO12,13,233,1,NULL,NULL,NULL,1,NULL,NULL,NULL,WO12,177.0426818,-38.03161712,195.5123291,1,NULL,NULL,13,WO,Waiotahi,1,NULL,Waiotahi Reserve
3486,ST84,61,684,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ST84,177.0423419,-38.08162759,NULL,1,1954584,5777406,61,ST,Stanley Road,1,NULL,Wainui
65,OV20,10,220,1,NULL,NULL,NULL,2,NULL,NULL,NULL,OV20,177.042337,-37.97633,125.82,1,NULL,NULL,10,OV,Ocean View,1,NULL,OSR
3484,ST86,61,686,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ST86,177.0423001,-38.07942222,NULL,1,1954591,5777651,61,ST,Stanley Road,1,NULL,Wainui
290,MR09,4,78,1,NULL,NULL,NULL,2,NULL,NULL,NULL,MR09,177.0422857,-37.98000438,0,1,1955070,5788688,4,MR,Maraetotara Road,1,NULL,OSR
3483,ST87,61,687,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ST87,177.0421239,-38.07850053,NULL,1,1954580,5777754,61,ST,Stanley Road,1,NULL,Wainui
1103,OS04,78,207,1,NULL,NULL,NULL,1,NULL,NULL,NULL,OS04,177.0421138,-37.97415096,21.51501465,1,NULL,NULL,78,OS,Ohope School Stream,1,NULL,OSR
3485,ST85,61,685,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ST85,177.0420767,-38.08053782,NULL,1,1954566,5777528,61,ST,Stanley Road,1,NULL,Wainui
55,OV10,10,172,1,NULL,NULL,NULL,2,NULL,NULL,NULL,OV10,177.041991,-37.970612,126.54,1,NULL,NULL,10,OV,Ocean View,1,NULL,OSR
246,SP07,2,33,1,NULL,NULL,NULL,2,NULL,NULL,NULL,SP07,177.041894,-37.990266,133.75,1,1954986,5787551,2,SP,S Ponds,1,NULL,Wainui (OSR adjacent)
3032,PK10,155,10,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PK10,177.0418724,-37.96984366,NULL,1,1955083,5789818,155,PK,Pohutukawa Ave,1,NULL,OSR
3033,PK11,155,11,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PK11,177.0417904,-37.96917993,NULL,1,1955079,5789892,155,PK,Pohutukawa Ave,1,NULL,OSR
3024,PK02,155,2,1,NULL,NULL,1059,NULL,NULL,NULL,NULL,PK02,177.0417514,-37.96743382,NULL,1,1955084,5790086,155,PK,Pohutukawa Ave,1,NULL,OSR
3482,ST88,61,688,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ST88,177.0417252,-38.07767658,NULL,1,1954549,5777847,61,ST,Stanley Road,1,NULL,Wainui
228,BS15,1,15,1,NULL,NULL,NULL,2,NULL,NULL,NULL,BS15,177.04152,-38.000103,50.35,1,NULL,NULL,1,BS,Burma South,1,NULL,Farm Block
120,WO15,13,236,1,NULL,NULL,NULL,1,NULL,NULL,NULL,WO15,177.0413893,-38.03723828,253.19104,1,NULL,NULL,13,WO,Waiotahi,1,NULL,Waiotahi Reserve
66,OV21,10,219,1,NULL,NULL,NULL,2,NULL,NULL,NULL,OV21,177.041327,-37.976566,127.26,1,NULL,NULL,10,OV,Ocean View,1,NULL,OSR
118,WO13,13,234,1,NULL,NULL,NULL,1,NULL,NULL,NULL,WO13,177.0411712,-38.03434979,223.1501465,1,NULL,NULL,13,WO,Waiotahi,1,NULL,Waiotahi Reserve
1104,OS05,78,208,1,NULL,NULL,NULL,1,NULL,NULL,NULL,OS05,177.0410977,-37.9748625,24.39892578,1,NULL,NULL,78,OS,Ohope School Stream,1,NULL,OSR
119,WO14,13,235,1,NULL,NULL,NULL,1,NULL,NULL,NULL,WO14,177.0410505,-38.03569945,235.8873291,1,NULL,NULL,13,WO,Waiotahi,1,NULL,Waiotahi Reserve
3034,PK12,155,12,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PK12,177.0410024,-37.96871164,NULL,1,1955012,5789947,155,PK,Pohutukawa Ave,1,NULL,OSR
54,OV09,10,171,1,NULL,NULL,NULL,2,NULL,NULL,NULL,OV09,177.040762,-37.970446,125.58,1,NULL,NULL,10,OV,Ocean View,1,NULL,OSR
3481,ST89,61,689,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ST89,177.040746,-38.07665644,NULL,1,1954468,5777964,61,ST,Stanley Road,1,NULL,Wainui
456,OV29,10,192,1,NULL,NULL,NULL,2,NULL,NULL,NULL,OV29,177.04065,-37.981007,0,1,NULL,NULL,10,OV,Ocean View,1,NULL,OSR
289,MR08,4,77,1,NULL,NULL,NULL,2,NULL,NULL,NULL,MR08,177.040572,-37.98171,31.13,1,NULL,NULL,4,MR,Maraetotara Road,1,NULL,OSR
3023,PK01,155,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PK01,177.0405353,-37.96662897,NULL,1,1954981,5790180,155,PK,Pohutukawa Ave,1,NULL,OSR
455,OV28,10,191,1,NULL,NULL,NULL,2,NULL,NULL,NULL,OV28,177.0404,-37.980297,0,1,NULL,NULL,10,OV,Ocean View,1,NULL,OSR
454,OV27,10,190,1,NULL,NULL,NULL,2,NULL,NULL,NULL,OV27,177.04028,-37.979347,0,1,NULL,NULL,10,OV,Ocean View,1,NULL,OSR
86,CR16,28,526,1,NULL,NULL,NULL,1,NULL,NULL,NULL,CR16,177.040262,-37.971197,117.89,1,NULL,NULL,28,CR,Camp Ridge,1,NULL,OSR
67,OV22,10,218,1,NULL,NULL,NULL,2,NULL,NULL,NULL,OV22,177.040247,-37.976983,118.85,1,NULL,NULL,10,OV,Ocean View,1,NULL,OSR
227,BS14,1,14,1,NULL,NULL,NULL,2,NULL,NULL,NULL,BS14,177.040029,-37.999676,65.25,1,NULL,NULL,1,BS,Burma South,1,NULL,Farm Block
1105,OS06,78,209,1,NULL,NULL,NULL,1,NULL,NULL,NULL,OS06,177.0399345,-37.9755064,29.92651367,1,NULL,NULL,78,OS,Ohope School Stream,1,NULL,OSR
85,CR15,28,525,1,NULL,NULL,NULL,1,NULL,NULL,NULL,CR15,177.039674,-37.97194,128.94,1,NULL,NULL,28,CR,Camp Ridge,1,NULL,OSR
3480,ST90,61,690,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ST90,177.0396447,-38.07590171,NULL,1,1954375,5778052,61,ST,Stanley Road,1,NULL,Wainui
3035,PK13,155,13,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PK13,177.0396322,-37.96862366,NULL,1,1954892,5789962,155,PK,Pohutukawa Ave,1,NULL,OSR
545,OV08,10,170,1,NULL,NULL,NULL,2,NULL,NULL,NULL,OV08,177.039618,-37.970258,103.23,1,NULL,NULL,10,OV,Ocean View,1,NULL,OSR
68,OV23,10,217,1,NULL,NULL,NULL,2,NULL,NULL,NULL,OV23,177.039607,-37.977519,118.37,1,NULL,NULL,10,OV,Ocean View,1,NULL,OSR
288,MR07,4,76,1,NULL,NULL,NULL,2,NULL,NULL,NULL,MR07,177.039417,-37.981859,31.13,1,NULL,NULL,4,MR,Maraetotara Road,1,NULL,OSR
453,OV26,10,189,1,NULL,NULL,1035,2,NULL,NULL,NULL,OV26,177.03937,-37.979076,0,1,NULL,NULL,10,OV,Ocean View,1,NULL,OSR
245,SP06,2,32,1,NULL,NULL,NULL,2,NULL,NULL,NULL,SP06,177.039345,-37.989997,150.33,1,1954764,5787590,2,SP,S Ponds,1,NULL,Wainui (OSR adjacent)
1106,OS07,78,210,1,NULL,NULL,NULL,1,NULL,NULL,NULL,OS07,177.0392909,-37.97624652,33.2911377,1,NULL,NULL,78,OS,Ohope School Stream,1,NULL,OSR
3036,PK14,155,14,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PK14,177.0391577,-37.96723482,NULL,1,1954857,5790118,155,PK,Pohutukawa Ave,1,NULL,OSR
3477,ST93,61,693,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ST93,177.0389789,-38.07291617,NULL,1,1954331,5778386,61,ST,Stanley Road,1,NULL,Wainui
393,CF05,29,531,1,NULL,NULL,NULL,2,NULL,NULL,NULL,CF05,177.038925,-37.966525,49.15,1,NULL,NULL,29,CF,Camp Fence,1,NULL,OSR
69,OV24,10,216,1,NULL,NULL,NULL,2,NULL,NULL,NULL,OV24,177.038891,-37.978386,137.11,1,NULL,NULL,10,OV,Ocean View,1,NULL,OSR
3465,X3,185,3,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,X3,177.0387058,-37.98097774,NULL,1,1954751,5788594,185,X,X line,1,NULL,OSR
84,CR14,28,524,1,NULL,NULL,NULL,1,NULL,NULL,NULL,CR14,177.038572,-37.972005,121.97,1,NULL,NULL,28,CR,Camp Ridge,1,NULL,OSR
226,BS13,1,13,1,NULL,NULL,NULL,2,NULL,NULL,NULL,BS13,177.038557,-38.000449,95.3,1,NULL,NULL,1,BS,Burma South,1,NULL,Farm Block
2770,SS11a,11,214,1,NULL,NULL,NULL,1,NULL,NULL,NULL,SS11a,177.0384486,-37.97836541,NULL,1,1954741,5788885,11,SS,School Stream,1,NULL,OSR
1107,OS08,78,211,1,NULL,NULL,NULL,1,NULL,NULL,NULL,OS08,177.0383573,-37.97687659,43.86547852,1,NULL,NULL,78,OS,Ohope School Stream,1,NULL,OSR
388,OV07,10,169,1,NULL,NULL,NULL,2,NULL,NULL,NULL,OV07,177.038353,-37.970138,31.61,1,NULL,NULL,10,OV,Ocean View,1,NULL,OSR
97,SS12,11,205,1,NULL,NULL,NULL,1,NULL,NULL,NULL,SS12,177.038253,-37.979092,141.92,1,NULL,NULL,11,SS,School Stream,1,NULL,OSR
287,MR06,4,75,1,NULL,NULL,NULL,2,NULL,NULL,NULL,MR06,177.038186,-37.982323,30.89,1,NULL,NULL,4,MR,Maraetotara Road,1,NULL,OSR
3479,ST91,61,691,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ST91,177.037997,-38.07453526,NULL,1,1954237,5778210,61,ST,Stanley Road,1,NULL,Wainui
3478,ST92,61,692,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ST92,177.0379914,-38.07340052,NULL,1,1954242,5778336,61,ST,Stanley Road,1,NULL,Wainui
83,CR13,28,523,1,NULL,NULL,NULL,1,NULL,NULL,NULL,CR13,177.037922,-37.972515,123.41,1,NULL,NULL,28,CR,Camp Ridge,1,NULL,OSR
244,SP05,2,31,1,NULL,NULL,NULL,2,NULL,NULL,NULL,SP05,177.037846,-37.989293,138.31,1,1954635,5787674,2,SP,S Ponds,1,NULL,Wainui (OSR adjacent)
381,CS12,9,162,1,NULL,NULL,1009,1,NULL,NULL,NULL,CS12,177.037831,-37.969825,29.93,1,NULL,NULL,9,CS,Camp Stream,1,NULL,OSR
3466,X4,185,4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,X4,177.0377967,-37.98037848,NULL,1,1954674,5788664,185,X,X line,1,NULL,OSR
3464,X2,185,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,X2,177.0377403,-37.9820468,NULL,1,1954661,5788479,185,X,X line,1,NULL,OSR
392,CF04,29,530,1,NULL,NULL,1006,2,NULL,NULL,NULL,CF04,177.037622,-37.966849,100.1,1,NULL,NULL,29,CF,Camp Fence,1,NULL,OSR
1108,OS09,78,212,1,NULL,NULL,NULL,1,NULL,NULL,NULL,OS09,177.0375851,-37.97754471,46.98986816,1,NULL,NULL,78,OS,Ohope School Stream,1,NULL,OSR
