deploymentID,locationID,locationName,latitude,longitude,coordinateUncertainty,deploymentStart,deploymentEnd,setupBy,cameraID,cameraModel,cameraDelay,cameraHeight,cameraDepth,cameraTilt,cameraHeading,detectionDistance,timestampIssues,baitUse,featureType,habitat,deploymentGroups,deploymentTags,deploymentComments
087534c2-5632-4ab8-9a10-8328c45be26c,fe1cdff2-b824-4a9a-a7f3-241ea15479db,MK 2_1,-37.98268,177.002688,,2024-11-01T11:30:00+00:00,2024-11-22T10:23:06+00:00,,,,300,,,,,,,,,,Spring,,
09089b1d-91ad-49ef-905e-961e168a8fd1,833f6af4-2167-4d68-8f74-b21082ef993c,KP 1_1,-37.947987,177.018887,,2025-11-14T11:18:40+00:00,2025-12-05T10:52:24+00:00,Thomas Armstrong,,,300,,,,,,,,,,Spring,,
0950fd1e-65de-4ecc-9a77-cd3ab01d2788,59ccc7f7-521a-43c5-8269-b5c6db7fea31,KP 1_3,-37.945686,177.015393,,2025-01-31T11:14:58+00:00,2025-02-21T09:48:37+00:00,Thomas Armstrong,,,300,,,,,,,,,,Summer,,
0a8253d3-8d32-4f4e-8ad5-4fe0feb0c114,35de4b96-3b8f-4f10-80a2-364abb400a2d,KP 3_4,-37.952023,177.005176,,2026-02-12T10:34:07+00:00,2026-03-05T12:33:38+00:00,Blair George,,,300,,,,,,,,,,Summer,,"Possibly missing retrieval image? Uncertain, did not create a placeholder."
0c3b3845-6eff-4914-8937-55224b2e4095,e27f7e48-261a-4890-9d2b-12bbde60c42e,OH 2_4,-37.976528,177.034364,,2024-07-10T11:28:17+00:00,2024-07-31T09:56:12+00:00,Blair George,,,300,,,,,,,,,,Winter,,
0d5edc17-fa1f-4f23-a9b0-1eefe74f45eb,78346ada-7952-46a4-b54f-08ecdde63ccd,MK 2_3,-37.980599,176.999049,,2023-11-09T10:02:14+00:00,2023-11-30T09:09:00+00:00,Hilary Sheaff,,,300,0.60,,20,180,0.90,,,,,Spring,,
0d7e3e2b-9513-4b15-94fb-bdc42b262114,c25c0812-6839-4362-babb-bd3fa80894f7,OH 2_1,-37.981091,177.038284,,2024-10-09T12:03:40+00:00,2024-10-30T11:25:22+00:00,Blair George,53fc4662-e645-486b-8164-0b01e44b7f50,Browning-BTC-5PXD,300,,,,,,,,,,Spring,,
0d84a839-6aef-4fb6-9b55-02a7c622466b,78346ada-7952-46a4-b54f-08ecdde63ccd,MK 2_3,-37.980599,176.999049,,2025-08-15T09:46:12+00:00,2025-09-05T08:38:58+00:00,Gaye Payze,,,300,,,,,,,false,,,Winter,,Alison
0de23999-44c4-4b2a-be1f-6f36dbc15930,aac31d23-c4e7-4114-ac4c-921562eff810,KP 3_3,-37.953579,177.004296,,2025-08-15T09:42:24+00:00,2025-09-05T11:10:33+00:00,Blair George,,,300,,,,,,,,,,Winter,,
0e29c0af-902e-412d-a0e2-2e8760660108,bd0529eb-3148-4c46-8f9e-da68ffc2fd2e,MK 2_4,-37.979682,176.997475,,2025-11-14T07:52:00+00:00,2025-12-05T07:51:10+00:00,Gaye Payze,,,300,,,,,,,,,,Spring,,Alison
0e3e888a-31d9-4542-be1b-6c82b787ad4c,1fc9962b-1239-4484-991b-ce7eea04c459,OH 3_2,-37.980795,177.019702,,2025-05-01T10:35:00+00:00,2025-05-22T10:49:30+00:00,Blair George,,,300,,,,,,,,,,Autumn,,Alison deployed
0f2e4160-f5fc-4e9f-8517-90db81aafc3d,33aa3368-09d1-4f75-964f-25087908ab3c,OH 3_1,-37.980652,177.01783,,2025-08-14T09:50:17+00:00,2025-09-04T08:27:01+00:00,Gaye Payze,,,300,,,,,,,false,,,Winter,,Alison
0f7cfe5c-1682-4a1c-95ec-f5a22a020612,43bfeaf6-a8b5-41b2-884b-763476be3ebc,MK 1_4,-37.969376,177.000965,,2024-08-02T10:19:21+00:00,2024-08-23T12:59:45+00:00,Blair George,24028fe1-3226-4a9f-97b0-499c4af1683a,Browning-BTC-6DCL,300,,,,,,,,,,Winter,,
1044c2d2-f907-42f2-bbd9-cb34da5ce97e,91676316-1528-468f-9ff0-a30dcd616319,OH 4_1,-37.991131,177.018063,,2025-08-14T10:42:44+00:00,2025-09-04T11:03:23+00:00,Thomas Armstrong,,,300,,,,,,,,,,Winter,,
1225d3e1-cefc-41d0-a9b6-58cc407cfd45,1d79af89-7dbb-4174-b7ab-9ed429ceafd5,KP 2_1,-37.95635,177.01453,,2025-11-14T12:11:35+00:00,2025-12-05T11:38:10+00:00,Thomas Armstrong,,,300,,,,,,,,,,Spring,,
1430fcef-9901-47a6-8db8-b70d2abb5c87,78346ada-7952-46a4-b54f-08ecdde63ccd,MK 2_3,-37.980599,176.999049,,2025-05-02T10:25:46+00:00,2025-05-23T09:47:28+00:00,Blair George,,,300,,,,,,,,,,Autumn,,"Bait remaining, a bit mouldy"
15600333-0548-4e73-a6e6-2b8b563d8cb0,4a1c9790-6e39-45d0-ba61-f0e06f84fadb,KP 3_1,-37.956977,177.002874,,2025-11-14T10:21:40+00:00,2025-12-05T09:20:47+00:00,Blair George,,,300,,,,,,,,,,Spring,,
156c318c-f0ca-4172-bb77-a6960dda30f7,fff54d4f-0934-4881-a1d5-84223712fd3d,OH 2_2,-37.979596,177.037031,,2024-07-10T12:23:45+00:00,2024-07-31T10:51:16+00:00,Blair George,,,300,,,,,,,,,,Winter,,
15a31edd-9bbe-4a89-834d-e72a529df785,26d0249d-c3cb-4a6d-ade3-89450af870b1,OH 1_2,-37.9699,177.02495,,2025-05-01T12:26:00+00:00,2025-05-22T10:15:00+00:00,Gaye Payze,,,300,,,,,,,,,,Autumn,,
168dec58-0a37-44bd-98fb-e3a88925bc71,bd0529eb-3148-4c46-8f9e-da68ffc2fd2e,MK 2_4,-37.979682,176.997475,,2025-05-02T10:07:41+00:00,2025-05-23T09:30:46+00:00,Blair George,,,300,,,,,,,,,,Autumn,,
19c14756-5a08-4907-82aa-7ed6e093fd60,1d79af89-7dbb-4174-b7ab-9ed429ceafd5,KP 2_1,-37.95635,177.01453,,2024-08-02T12:17:57+00:00,2024-08-23T11:48:54+00:00,Thomas Armstrong,53fc4662-e645-486b-8164-0b01e44b7f50,Browning-BTC-5PXD,300,,,,,,,,,,Winter,,
1a9a304e-4d4c-4193-bbc9-25182a52e821,a215b773-2c07-4478-81a8-a589068e6ee3,KP 3_2,-37.955428,177.003573,,2025-01-31T11:00:11+00:00,2025-02-21T13:07:29+00:00,,,,300,,,,180,,,,,,Summer,,Deployed by Christie
1b961bc6-1960-41ec-815d-5c11000f7d1c,833f6af4-2167-4d68-8f74-b21082ef993c,KP 1_1,-37.947987,177.018887,,2023-11-09T10:48:05+00:00,2023-11-30T09:15:55+00:00,Blair George,,,300,,,,225,,,,,,Spring,,
1b9f5e01-800f-4c1b-a7d6-be9c6e6ad1bb,78346ada-7952-46a4-b54f-08ecdde63ccd,MK 2_3,-37.980599,176.999049,,2025-01-31T09:50:59+00:00,2025-02-21T08:41:04+00:00,,,,300,,,,180,,,,,,Summer,S,Alison Fear
1dc2042d-a0a6-44d7-a6d8-278157b68a17,fe1cdff2-b824-4a9a-a7f3-241ea15479db,MK 2_1,-37.98268,177.002688,,2024-02-02T11:03:30+00:00,2024-02-23T10:10:42+00:00,Hilary Sheaff,,,300,,,,,,,,,,Summer,,
1e5a2392-bcee-42fa-8097-74a3609c6186,59ccc7f7-521a-43c5-8269-b5c6db7fea31,KP 1_3,-37.945686,177.015393,,2024-11-01T10:44:37+00:00,2024-11-22T09:36:30+00:00,Thomas Armstrong,,,300,,,,,,,,,,Spring,,
1e896cf5-f5db-4e96-ad81-ac784ffa41ab,4b204aa4-5311-4e07-9431-5389b83155e6,OH 1_4,-37.966774,177.026849,,2024-07-10T11:41:16+00:00,2024-07-31T09:02:50+00:00,Hilary Sheaff,,,300,,,,,,,,,,Winter,,
20082fac-e90f-4597-8792-d8414c9a9a4f,c3a4d1bc-7314-457d-a30c-6aac2c54dae7,KP 2_3,-37.954119,177.011066,,2024-11-01T13:05:03+00:00,2024-11-22T12:09:41+00:00,Thomas Armstrong,e351b381-78d1-4437-9815-744ce795cf9e,Browning-BTC-5PXD,300,,,,,,,,,,Spring,,
205d5355-394a-4c91-bdd7-92e626c4091c,ab3c9d0b-4aa1-4ded-80c6-b495365735db,OH 2_3,-37.978033,177.035673,,2025-11-13T11:09:30+00:00,2025-12-04T09:15:49+00:00,Blair George,,,300,,,,,,,,,,Spring,,
